make,model,price,year,mileage,condition,city,state,country,condition2,vin,make,model,item_ID
Cadillac,DeVille Base Sedan 4-Door,2500,1989,81290,Used,Marina del Rey,California,United States,Used ,Used ,"“Classic 1989 Cadillac DeVille Great condition 82,000 miles on original north star engine Two ownersInterior fair condition-has wear and tear on front leather seats, headliner is looseExterior good condition-missing one hubcap, otherwise perfect!In the past 10,000 miles-NEW shocks & struts, brakes pads, brake relining, radiator, tires and alignment, and alternator”","“Classic 1989 Cadillac DeVille Great condition 82,000 miles on original north star engine Two ownersInterior fair condition-has wear and tear on front leather seats, headliner is looseExterior good condition-missing one hubcap, otherwise perfect!In the past 10,000 miles-NEW shocks & struts, brakes pads, brake relining, radiator, tires and alignment, and alternator”",1.1193E+11
Chevrolet,Camaro Base Coupe 2-Door,1200,1979, ,Used,Granite Falls,Washington,United States,Used,1Q87L9L501441,Chevrolet,Camaro,3.01892E+11
BMW,M4 2dr Coupe,69800,2016,3340,Used,Las Vegas,Nevada,United States,Used,WBS3R9C57GK336282,BMW,M4,3.51674E+11
Maserati,Ghibli Base Sedan 4-Door,54900,2015,12718,Certified pre-owned,Calabasas,California,United States,Certified pre-owned,ZAM57XSA5F1129804,Maserati,Ghibli,3.8156E+11
Mercedes-Benz,C-Class C250 Sedan,29860,2014,18367,Certified pre-owned,Beverly Hills,California,United States,Certified pre-owned,WDDGF4HB6EA927604,Mercedes-Benz,C-Class,2.31871E+11
Ford,F-250 SUPERCAB,18999,2000,230000,Used,Santa Ysabel,California,United States,Used,1FTNX21F0YED34642,Ford,F-250,2.6233E+11
Mercedes-Benz,S-Class S550 Sedan,59780,2013,17625,Certified pre-owned,Beverly Hills,California,United States,Certified pre-owned,WDDNG7DB1DA535835,Mercedes-Benz,S-Class,2.3187E+11
Ford,Roadster 2-DR,35000,1928,37287,Used,Los Alamitos,California,United States,Used ,Used ,“Beautifully Restored!”,“Beautifully Restored!”,1.62005E+11
Jaguar,XKR Base Convertible 2-Door,19995,2002,65414,Used,Rancho Santa Fe,California,United States,Used,SAJDA42B12PA28876,Jaguar,XKR,2.31874E+11
Ford,Mustang GT,12950,2007,83000,Used,Rancho Cucamonga,California,United States,Used,1ZVHT82H575230039,Ford,Mustang,1.41922E+11
Mercedes-Benz,E-Class Base Coupe 2-Door,37885,2012,15286,Certified pre-owned,Costa Mesa,California,United States,Certified pre-owned,WDDKJ7DB1CF158512,Mercedes-Benz,E-Class,1.31735E+11
 Volkswagen,Jetta Sedan 4 door ,8500,2009,65666,Used,Granada Hills,California,United States,Used ,Used ,"“Very good conditions, no dents or defects, Normal wear and tear of a 2009 vehicle”","“Very good conditions, no dents or defects, Normal wear and tear of a 2009 vehicle”",1.82047E+11
Ford,F-250,20000,1968,500,Used,Ventura,California,United States,Used,1968,8,Automatic,2.81955E+11
BMW,i8 Base Coupe 2-Door,119999,2014,2710,Used,San Diego,California,United States,Used,WBY2Z2C5XEVX64495,BMW,i8,1.11913E+11
Hummer,H2 Base Sport Utility 4-Door,47995,2006,107000,Used,Los Angeles,California,United States,Used ,Used ,“Strong running Hummer H2 limo for sale!”,“Strong running Hummer H2 limo for sale!”,3.11562E+11
 Ford,F-250 123k MILES 4x4 DIESEL ,19980,1996,123950,Used,Costa Mesa,California,United States,Used ,Used ,"“This truck was traded into our dealership by the 2nd owner. He needed to upsize, and picked up a 1997 Ford F-350 Crew Cab. Truck was very well maintained. We put BRAND NEW TIRES & 4 NEW SHOCKS. Truck is very clean, and has no signs of rust. Never used for 5th wheel towing or GOOSENECK towing.”","“This truck was traded into our dealership by the 2nd owner. He needed to upsize, and picked up a 1997 Ford F-350 Crew Cab. Truck was very well maintained. We put BRAND NEW TIRES & 4 NEW SHOCKS. Truck is very clean, and has no signs of rust. Never used for 5th wheel towing or GOOSENECK towing.”",2.22047E+11
Chevrolet,Corvette,15000,1997,30116,Used,La Crescenta,California,United States,Used,1g1yy22g1v5104940,Chevrolet,Corvette,2.6233E+11
Ford,F-100 custom cab,9500,1964,999999,Used,Las Vegas,Nevada,United States,Used,F10CR503469,Ford,F-100,2.72159E+11
Chevrolet,Tahoe LT Sport Utility 2-Door,9200,1999,142592,Used,Fontana,California,United States,Used ,Used ,"“Minor dimple on passenger door, Minor paint chips and minor scratches throughout. Overall, paint is in great condition!”","“Minor dimple on passenger door, Minor paint chips and minor scratches throughout. Overall, paint is in great condition!”",1.62002E+11
 Dodge,Viper GTS Coupe 2-Door ,31000,2001,86000,Used,Las Vegas,Nevada,United States,Used ,Used ,“1 owner car never in an accident. Everything works great! Never smoked in. Normal wear and tear. Small dent on passenger side sill and normal small scratches on paint for a car of this age. Some wear marks on the side bolster of the drivers seat.”,“1 owner car never in an accident. Everything works great! Never smoked in. Normal wear and tear. Small dent on passenger side sill and normal small scratches on paint for a car of this age. Some wear marks on the side bolster of the drivers seat.”,3.0189E+11
Mercedes-Benz,S-Class 4 Door Sedan,24900,2007,121700,Used,San Diego,California,United States,Used,WDDNG71X07A054916,Mercedes-Benz,S-Class,1.61998E+11
Ford,Mustang,16500,1967,0,New,Ontario,California,United States,New,1967,Clear,Clear,2.81959E+11
Aston Martin,DB9 Base Coupe 2-Door,119999,2013,24815,Used,Costa Mesa,California,United States,Used,SCFEDACM7DGA14896,Aston Martin,DB9,1.72115E+11
Ford,Other,4000,1974,59000,Used,Thermal,California,United States,Used,1974,Automatic,Hatchback,2.31874E+11
Chevrolet,Camaro IROC Z,8500,1989,49776,Used,Costa Mesa,California,United States,Used ,Used ,"“Paint about a 7 out of 10, interior in good shape overall, nice seats, new carpet, convertible top brand new. Was daily driven locally.”","“Paint about a 7 out of 10, interior in good shape overall, nice seats, new carpet, convertible top brand new. Was daily driven locally.”",2.62322E+11
Chevrolet,Corvette Base Convertible 2-Door,49000,2005,30758,Used,Meadville,Pennsylvania,United States,Used,1G1YY34U355117472,Chevrolet,Corvette,2.91705E+11
Ferrari,California Base Convertible 2-Door,128888,2010,20691,Used,Costa Mesa,California,United States,Used,ZFF65LJA6A0169575,Ferrari,California,1.72115E+11
Chevrolet,Corvette FRC,12000,1999,104452,Used,Costa Mesa,California,United States,Used ,Used ,"“Paint in great shape, about a 9 out of 10. Interior in excellent shape as well, a 9 of 10. Mechanically runs and drives excellent, just replaced oil pan gasket and full service as well. Drive anywhere!”","“Paint in great shape, about a 9 out of 10. Interior in excellent shape as well, a 9 of 10. Mechanically runs and drives excellent, just replaced oil pan gasket and full service as well. Drive anywhere!”",2.62312E+11
Dodge,Other Pickups LE,15500,1993,157000,Used,Riverside,California,United States,Used,3b7mm33cxpm136995,Dodge,Other Pickups,1.62002E+11
Ferrari,458 Base Coupe 2-Door,215888,2012,9823,Used,San Diego,California,United States,Used,ZFF67NFAXC0183920,Ferrari,458,1.11925E+11
Mercedes-Benz,S-Class Base Sedan 4-Door,39885,2011,36537,Certified pre-owned,Costa Mesa,California,United States,Certified pre-owned,WDDNG7BB3BA375733,Mercedes-Benz,S-Class,1.41925E+11
Chevrolet,Corvette California,8950,1998,174556,Used,Costa Mesa,California,United States,Used ,Used ,"“Overall condition is good. Body and paint I would rate about a 7.5 of 10, Interior looks nice, about a 8.5 out of 10, everything works. Runs and drives good, engine nice and quiet (no odd upper or lower noises), transmission shifts smooth, great tires and brakes. Traded in for a 2016 Corvette by previous owner.”","“Overall condition is good. Body and paint I would rate about a 7.5 of 10, Interior looks nice, about a 8.5 out of 10, everything works. Runs and drives good, engine nice and quiet (no odd upper or lower noises), transmission shifts smooth, great tires and brakes. Traded in for a 2016 Corvette by previous owner.”",2.6231E+11
 Ford,F-250 138k DIESEL 4x4 ,23980,2002,138910,Used,Costa Mesa,California,United States,Used ,Used ,"“This truck was traded into us by the original owner. Needing to upsize they purchased a 7.3L Excursion and gave us this beautiful F-250. It has a 3"" lift with upgraded rims and oversized tires with plenty of tread left. Comes with rear air bags, and a 4"" straight pipe exhaust. Also has an aftermarket radio, with bluetooth, back up camera and navigation. Truck was used for a few years to pull a Fifth wheel travel trailer, roughly 32' in length. After Fifth wheel camper was sold, the owner installed a BESTTOP roll away bed cover. Interior is spotless and the outside is just as clean!”","“This truck was traded into us by the original owner. Needing to upsize they purchased a 7.3L Excursion and gave us this beautiful F-250. It has a 3"" lift with upgraded rims and oversized tires with plenty of tread left. Comes with rear air bags, and a 4"" straight pipe exhaust. Also has an aftermarket radio, with bluetooth, back up camera and navigation. Truck was used for a few years to pull a Fifth wheel travel trailer, roughly 32' in length. After Fifth wheel camper was sold, the owner installed a BESTTOP roll away bed cover. Interior is spotless and the outside is just as clean!”",2.22036E+11
Chevrolet,Camaro 2 door coupe,25000,1968,74650,Used,Rich Square,North Carolina,United States,Used,1968,8,Automatic,1.62004E+11
Cadillac,XTS Premium Sedan 4-Door,34999,2014,9600,Used,Hacienda Heights,California,United States,Used,2g61p5s35e9308320,Cadillac,XTS,2.62329E+11
BMW,3-Series Coupe Convertible,5000,1987,169325,Used,San Diego,California,United States,Used ,Used ,“Good condition for its age. Original Basket Weave wheels. Sport seats are showing wear and a new top is in order. There are a few small cosmetic blemishes and electronic nuances that can be expected with this old of a car.”,“Good condition for its age. Original Basket Weave wheels. Sport seats are showing wear and a new top is in order. There are a few small cosmetic blemishes and electronic nuances that can be expected with this old of a car.”,2.62322E+11
Jeep,Wrangler Base 2dr 4WD SUV,6950,1989,192000,Used,Glendora,California,United States,Used,2J4FY29TXKJ158665,Jeep,Wrangler,1.31747E+11
Ford,Other,13250,1941,3883,Used,Carlsbad,California,United States,Used,4507130,Ford,Other,3.22024E+11
Ford,F-150 SPECIAL EDITION,67000,2014,9570,Used,Henderson,Nevada,United States,Used,1FTFW1R67EFC33643,Ford,F-150,1.62001E+11
Ford,Thunderbird Base Hardtop 2-Door,16495,1963,82580,Used,Torrance,California,United States,Used ,Used ,"“Overall condition is very good to excellent. Rebuilt engine starts easily and runs strong. Rebuilt transmission shifts smoothly and quietly. Rebuilt front and rear suspension's ride is solid and smooth. Steers straight ahead. Brakes are excellent and stop straight. A/C blows chilled air, needs fan clutch rebuilt. Original chrome and stainless steel are very good to excellent. Tiny rust spot at bumper lower corner does not detract. Basecoat and clearcoat paint are excellent. A few small chips from use do not detract. Original glass is excellent. Original AM radio works well, small dash cracks at speaker.”","“Overall condition is very good to excellent. Rebuilt engine starts easily and runs strong. Rebuilt transmission shifts smoothly and quietly. Rebuilt front and rear suspension's ride is solid and smooth. Steers straight ahead. Brakes are excellent and stop straight. A/C blows chilled air, needs fan clutch rebuilt. Original chrome and stainless steel are very good to excellent. Tiny rust spot at bumper lower corner does not detract. Basecoat and clearcoat paint are excellent. A few small chips from use do not detract. Original glass is excellent. Original AM radio works well, small dash cracks at speaker.”",2.52318E+11
Ford,Mustang Base Fastback 2-Door,7800,1966,0,Used,West Bloomfield,Michigan,United States,Used,6F09C119667,Ford,Mustang,2.72167E+11
Mercedes-Benz,Other CLA250,37995,2015,20,New,Encino,California,United States,New,WDDSJ4EB2FN172636,Mercedes-Benz,Other,1.52006E+11
Mercedes-Benz,CLK-Class Base Coupe 2-Door,4500,2002,189329,Used,Los Angeles,California,United States,Used ,Used ,“minimal scratches on the side. Seat condition has normal wear ( new side bolster leather replaced)”,“minimal scratches on the side. Seat condition has normal wear ( new side bolster leather replaced)”,1.91825E+11
Toyota,Tundra Limited Crew Cab Pickup 4-Door,54995,2014,26356,Used,Simi Valley,California,United States,Used ,Used ,“This is a serious off-road long travel prerunner.Professionally built & maintained.”,“This is a serious off-road long travel prerunner.Professionally built & maintained.”,2.52315E+11
Mercedes-Benz,S-Class Base Sedan 4-Door,35885,2011,64383,Used,Costa Mesa,California,United States,Used,WDDNG7BB0BA385877,Mercedes-Benz,S-Class,1.31748E+11
Ford,Mustang GT Coupe 2-Door,16500,2006,5700,Used,Fort Worth,Texas,United States,Used,1ZVFT82H365109645,Ford,Mustang,2.52316E+11
Chevrolet,Corvette 2dr Cpe Z06,30000,2009,113774,Used,Costa Mesa,California,United States,Used ,Used ,"“Overall condition is very good. Driveline in excellent shape, engine with only 10k miles, interior very clean non smoker car, all original paint in very good condition, clean Carfax, no accidents and all dealer service records listed on Carfax.”","“Overall condition is very good. Driveline in excellent shape, engine with only 10k miles, interior very clean non smoker car, all original paint in very good condition, clean Carfax, no accidents and all dealer service records listed on Carfax.”",2.62323E+11
Chevrolet,Corvette 2dr Convertible,97800,2016,389,Used,West Chicago,Illinois,United States,Used,1G1YU3D60G5605066,Chevrolet,Corvette,1.8205E+11
Ford,F-250 fx4,27500,2008,110000,Used,Oviedo,Florida,United States,Used ,Used ,“Bad motor but does run”,“Bad motor but does run”,2.72163E+11
Ford,F-250 LARIAT,62500,2015,3080,Used,Henderson,Nevada,United States,Used,1FT7W2BT6FEC97884,Ford,F-250,1.62E+11
Ferrari,599 Fiorano Coupe 2-Door,159888,2009,22077,Used,Corona,California,United States,Used,ZFFFC60A190167768,Ferrari,599,1.82036E+11
Chevrolet,Corvette STING RAY,49500,1966,64000,Used,San Clemente,California,United States,Used,194676SXXXXXX,Chevrolet,Corvette,3.22036E+11
Mercedes-Benz,CLK-Class 2 door,9000,2005,100837,Used,Los Angeles,California,United States,Used,WDBTK65G75T049832,Mercedes-Benz,CLK-Class,1.91822E+11
